,train_loss,train_acc,val_loss,val_acc
0,0.5961618231875556,0.6666666666666666,0.6170656510761806,0.7692307692307693
1,0.49439736562115805,0.6666666666666666,0.4919140040874481,0.8461538461538461
2,0.32027298478143557,1.0,0.41259138924734934,0.7692307692307693
3,0.20660836568900517,1.0,0.32753886708191465,0.9230769230769231
4,0.15837236753265774,1.0,0.3281540295907429,0.9230769230769231
5,0.13551277441105672,0.6666666666666666,0.33392922793115887,0.9230769230769231
6,0.12950744000928743,1.0,0.3926160590989249,0.8461538461538461
7,0.1363652154936322,0.6666666666666666,0.34740754536220003,0.8461538461538461
8,0.16980076202058367,0.6666666666666666,0.3698607523526464,0.7692307692307693
9,0.09118779944921178,1.0,0.2890414872339794,0.9230769230769231
10,0.13139833250482166,0.3333333333333333,0.2430539961372103,0.9230769230769231
11,0.071022211574018,1.0,0.3466888442635536,0.7692307692307693
12,0.0978627398477069,1.0,0.21292978950909205,0.9230769230769231
13,0.128749716744226,0.3333333333333333,0.19159135754619325,0.8461538461538461
14,0.06611900207852679,0.3333333333333333,0.19997011763708933,0.8461538461538461
15,0.04185925244486758,1.0,0.16377809324434825,0.9230769230769231
16,0.07457417284604162,1.0,0.20036701751606806,0.9230769230769231
17,0.03434065503201315,1.0,0.1963021337453808,0.9230769230769231
18,0.023516979900055697,1.0,0.20292736935828412,0.8461538461538461
19,0.13066276164525853,0.6666666666666666,0.21383700306926454,1.0
